opening_balance_id,product_id,warehouse_id,balance_date,opening_units
IP00047-W006,IP00047,W006,2023-01-01,419
IP00047-W007,IP00047,W007,2023-01-01,87
IP00047-W008,IP00047,W008,2023-01-01,100
IP00047-W009,IP00047,W009,2023-01-01,100
IP00047-W010,IP00047,W010,2023-01-01,109
IP00047-W011,IP00047,W011,2023-01-01,421
IP00047-W012,IP00047,W012,2023-01-01,76
IP00048-W001,IP00048,W001,2023-01-01,322
IP00048-W002,IP00048,W002,2023-01-01,276
IP00048-W003,IP00048,W003,2023-01-01,324
IP00048-W004,IP00048,W004,2023-01-01,434
IP00048-W005,IP00048,W005,2023-01-01,427
IP00048-W006,IP00048,W006,2023-01-01,311
IP00048-W007,IP00048,W007,2023-01-01,93
IP00048-W008,IP00048,W008,2023-01-01,376
IP00048-W009,IP00048,W009,2023-01-01,432
IP00048-W010,IP00048,W010,2023-01-01,352
IP00048-W011,IP00048,W011,2023-01-01,364
IP00048-W012,IP00048,W012,2023-01-01,357
IP00049-W001,IP00049,W001,2023-01-01,266
IP00049-W002,IP00049,W002,2023-01-01,268
IP00049-W003,IP00049,W003,2023-01-01,203
IP00049-W004,IP00049,W004,2023-01-01,331
IP00049-W005,IP00049,W005,2023-01-01,299
IP00049-W006,IP00049,W006,2023-01-01,252
IP00049-W007,IP00049,W007,2023-01-01,82
IP00049-W008,IP00049,W008,2023-01-01,247
IP00049-W009,IP00049,W009,2023-01-01,393
IP00049-W010,IP00049,W010,2023-01-01,175
IP00049-W011,IP00049,W011,2023-01-01,233
IP00049-W012,IP00049,W012,2023-01-01,89
IP00050-W001,IP00050,W001,2023-01-01,285
IP00050-W002,IP00050,W002,2023-01-01,277
IP00050-W003,IP00050,W003,2023-01-01,129
IP00050-W004,IP00050,W004,2023-01-01,297
IP00050-W005,IP00050,W005,2023-01-01,283
IP00050-W006,IP00050,W006,2023-01-01,355
IP00050-W007,IP00050,W007,2023-01-01,227
IP00050-W008,IP00050,W008,2023-01-01,104
IP00050-W009,IP00050,W009,2023-01-01,434
IP00050-W010,IP00050,W010,2023-01-01,339
IP00050-W011,IP00050,W011,2023-01-01,395
IP00050-W012,IP00050,W012,2023-01-01,405
IP00051-W001,IP00051,W001,2023-01-01,257
IP00051-W002,IP00051,W002,2023-01-01,172
IP00051-W003,IP00051,W003,2023-01-01,366
IP00051-W004,IP00051,W004,2023-01-01,181
IP00051-W005,IP00051,W005,2023-01-01,344
IP00051-W006,IP00051,W006,2023-01-01,118
IP00051-W007,IP00051,W007,2023-01-01,391
IP00051-W008,IP00051,W008,2023-01-01,406
IP00051-W009,IP00051,W009,2023-01-01,366
IP00051-W010,IP00051,W010,2023-01-01,178
IP00051-W011,IP00051,W011,2023-01-01,92
IP00051-W012,IP00051,W012,2023-01-01,176
IP00052-W001,IP00052,W001,2023-01-01,263
IP00052-W002,IP00052,W002,2023-01-01,84
IP00052-W003,IP00052,W003,2023-01-01,139
IP00052-W004,IP00052,W004,2023-01-01,342
IP00052-W005,IP00052,W005,2023-01-01,322
IP00052-W006,IP00052,W006,2023-01-01,315
IP00052-W007,IP00052,W007,2023-01-01,194
IP00052-W008,IP00052,W008,2023-01-01,428
IP00052-W009,IP00052,W009,2023-01-01,234
IP00052-W010,IP00052,W010,2023-01-01,435
IP00052-W011,IP00052,W011,2023-01-01,430
IP00052-W012,IP00052,W012,2023-01-01,405
IP00053-W001,IP00053,W001,2023-01-01,111
IP00053-W002,IP00053,W002,2023-01-01,138
IP00053-W003,IP00053,W003,2023-01-01,331
IP00053-W004,IP00053,W004,2023-01-01,215
IP00053-W005,IP00053,W005,2023-01-01,190
IP00053-W006,IP00053,W006,2023-01-01,120
IP00053-W007,IP00053,W007,2023-01-01,406
IP00053-W008,IP00053,W008,2023-01-01,167
IP00053-W009,IP00053,W009,2023-01-01,277
IP00053-W010,IP00053,W010,2023-01-01,432
IP00053-W011,IP00053,W011,2023-01-01,208
IP00053-W012,IP00053,W012,2023-01-01,307
IP00054-W001,IP00054,W001,2023-01-01,181
IP00054-W002,IP00054,W002,2023-01-01,204
IP00054-W003,IP00054,W003,2023-01-01,254
IP00054-W004,IP00054,W004,2023-01-01,411
IP00054-W005,IP00054,W005,2023-01-01,310
IP00054-W006,IP00054,W006,2023-01-01,136
IP00054-W007,IP00054,W007,2023-01-01,165
IP00054-W008,IP00054,W008,2023-01-01,357
IP00054-W009,IP00054,W009,2023-01-01,301
IP00054-W010,IP00054,W010,2023-01-01,75
IP00054-W011,IP00054,W011,2023-01-01,179
IP00054-W012,IP00054,W012,2023-01-01,272
IP00055-W001,IP00055,W001,2023-01-01,370
IP00055-W002,IP00055,W002,2023-01-01,198
IP00055-W003,IP00055,W003,2023-01-01,314
IP00055-W004,IP00055,W004,2023-01-01,379
IP00055-W005,IP00055,W005,2023-01-01,317
IP00055-W006,IP00055,W006,2023-01-01,312
IP00055-W007,IP00055,W007,2023-01-01,255
IP00055-W008,IP00055,W008,2023-01-01,311
IP00055-W009,IP00055,W009,2023-01-01,430
IP00055-W010,IP00055,W010,2023-01-01,375
IP00055-W011,IP00055,W011,2023-01-01,262
IP00055-W012,IP00055,W012,2023-01-01,246
IP00056-W001,IP00056,W001,2023-01-01,170
IP00056-W002,IP00056,W002,2023-01-01,388
IP00056-W003,IP00056,W003,2023-01-01,347
IP00056-W004,IP00056,W004,2023-01-01,242
IP00056-W005,IP00056,W005,2023-01-01,334
IP00056-W006,IP00056,W006,2023-01-01,189
IP00056-W007,IP00056,W007,2023-01-01,413
IP00056-W008,IP00056,W008,2023-01-01,358
IP00056-W009,IP00056,W009,2023-01-01,305
IP00056-W010,IP00056,W010,2023-01-01,114
IP00056-W011,IP00056,W011,2023-01-01,120
IP00056-W012,IP00056,W012,2023-01-01,238
IP00057-W001,IP00057,W001,2023-01-01,324
IP00057-W002,IP00057,W002,2023-01-01,199
IP00057-W003,IP00057,W003,2023-01-01,370
IP00057-W004,IP00057,W004,2023-01-01,131
IP00057-W005,IP00057,W005,2023-01-01,220
IP00057-W006,IP00057,W006,2023-01-01,172
IP00057-W007,IP00057,W007,2023-01-01,86
IP00057-W008,IP00057,W008,2023-01-01,319
IP00057-W009,IP00057,W009,2023-01-01,192
IP00057-W010,IP00057,W010,2023-01-01,270
IP00057-W011,IP00057,W011,2023-01-01,369
IP00057-W012,IP00057,W012,2023-01-01,82
IP00058-W001,IP00058,W001,2023-01-01,317
IP00058-W002,IP00058,W002,2023-01-01,381
IP00058-W003,IP00058,W003,2023-01-01,352
IP00058-W004,IP00058,W004,2023-01-01,183
IP00058-W005,IP00058,W005,2023-01-01,179
IP00058-W006,IP00058,W006,2023-01-01,395
IP00058-W007,IP00058,W007,2023-01-01,290
IP00058-W008,IP00058,W008,2023-01-01,126
IP00058-W009,IP00058,W009,2023-01-01,217
IP00058-W010,IP00058,W010,2023-01-01,415
IP00058-W011,IP00058,W011,2023-01-01,101
IP00058-W012,IP00058,W012,2023-01-01,225
IP00059-W001,IP00059,W001,2023-01-01,186
IP00059-W002,IP00059,W002,2023-01-01,410
IP00059-W003,IP00059,W003,2023-01-01,382
IP00059-W004,IP00059,W004,2023-01-01,300
IP00059-W005,IP00059,W005,2023-01-01,84
IP00059-W006,IP00059,W006,2023-01-01,102
IP00059-W007,IP00059,W007,2023-01-01,181
IP00059-W008,IP00059,W008,2023-01-01,313
IP00059-W009,IP00059,W009,2023-01-01,202
IP00059-W010,IP00059,W010,2023-01-01,199
IP00059-W011,IP00059,W011,2023-01-01,113
IP00059-W012,IP00059,W012,2023-01-01,173
IP00060-W001,IP00060,W001,2023-01-01,271
IP00060-W002,IP00060,W002,2023-01-01,342
IP00060-W003,IP00060,W003,2023-01-01,407
IP00060-W004,IP00060,W004,2023-01-01,302
IP00060-W005,IP00060,W005,2023-01-01,242
IP00060-W006,IP00060,W006,2023-01-01,449
IP00060-W007,IP00060,W007,2023-01-01,342
IP00060-W008,IP00060,W008,2023-01-01,76
IP00060-W009,IP00060,W009,2023-01-01,340
IP00060-W010,IP00060,W010,2023-01-01,298
IP00060-W011,IP00060,W011,2023-01-01,267
IP00060-W012,IP00060,W012,2023-01-01,303
IP00061-W001,IP00061,W001,2023-01-01,167
IP00061-W002,IP00061,W002,2023-01-01,96
IP00061-W003,IP00061,W003,2023-01-01,363
IP00061-W004,IP00061,W004,2023-01-01,182
IP00061-W005,IP00061,W005,2023-01-01,147
IP00061-W006,IP00061,W006,2023-01-01,390
IP00061-W007,IP00061,W007,2023-01-01,123
IP00061-W008,IP00061,W008,2023-01-01,360
IP00061-W009,IP00061,W009,2023-01-01,138
IP00061-W010,IP00061,W010,2023-01-01,360
IP00061-W011,IP00061,W011,2023-01-01,267
IP00061-W012,IP00061,W012,2023-01-01,166
IP00062-W001,IP00062,W001,2023-01-01,377
IP00062-W002,IP00062,W002,2023-01-01,383
IP00062-W003,IP00062,W003,2023-01-01,219
IP00062-W004,IP00062,W004,2023-01-01,163
IP00062-W005,IP00062,W005,2023-01-01,182
IP00062-W006,IP00062,W006,2023-01-01,288
IP00062-W007,IP00062,W007,2023-01-01,438
IP00062-W008,IP00062,W008,2023-01-01,165
IP00062-W009,IP00062,W009,2023-01-01,176
IP00062-W010,IP00062,W010,2023-01-01,370
IP00062-W011,IP00062,W011,2023-01-01,279
IP00062-W012,IP00062,W012,2023-01-01,107
IP00063-W001,IP00063,W001,2023-01-01,276
IP00063-W002,IP00063,W002,2023-01-01,161
IP00063-W003,IP00063,W003,2023-01-01,200
IP00063-W004,IP00063,W004,2023-01-01,274
IP00063-W005,IP00063,W005,2023-01-01,387
IP00063-W006,IP00063,W006,2023-01-01,173
IP00063-W007,IP00063,W007,2023-01-01,211
IP00063-W008,IP00063,W008,2023-01-01,383
IP00063-W009,IP00063,W009,2023-01-01,305
IP00063-W010,IP00063,W010,2023-01-01,291
IP00063-W011,IP00063,W011,2023-01-01,385
IP00063-W012,IP00063,W012,2023-01-01,272
IP00064-W001,IP00064,W001,2023-01-01,433
IP00064-W002,IP00064,W002,2023-01-01,407
IP00064-W003,IP00064,W003,2023-01-01,319
IP00064-W004,IP00064,W004,2023-01-01,420
IP00064-W005,IP00064,W005,2023-01-01,85
IP00064-W006,IP00064,W006,2023-01-01,138
IP00064-W007,IP00064,W007,2023-01-01,186
IP00064-W008,IP00064,W008,2023-01-01,83
IP00064-W009,IP00064,W009,2023-01-01,101
IP00064-W010,IP00064,W010,2023-01-01,238
IP00064-W011,IP00064,W011,2023-01-01,302
IP00064-W012,IP00064,W012,2023-01-01,206
IP00065-W001,IP00065,W001,2023-01-01,373
IP00065-W002,IP00065,W002,2023-01-01,344
IP00065-W003,IP00065,W003,2023-01-01,111
IP00065-W004,IP00065,W004,2023-01-01,153
IP00065-W005,IP00065,W005,2023-01-01,291
IP00065-W006,IP00065,W006,2023-01-01,265
IP00065-W007,IP00065,W007,2023-01-01,298
IP00065-W008,IP00065,W008,2023-01-01,137
IP00065-W009,IP00065,W009,2023-01-01,228
IP00065-W010,IP00065,W010,2023-01-01,249
IP00065-W011,IP00065,W011,2023-01-01,306
IP00065-W012,IP00065,W012,2023-01-01,199
IP00066-W001,IP00066,W001,2023-01-01,326
IP00066-W002,IP00066,W002,2023-01-01,210
IP00066-W003,IP00066,W003,2023-01-01,260
IP00066-W004,IP00066,W004,2023-01-01,194
IP00066-W005,IP00066,W005,2023-01-01,342
IP00066-W006,IP00066,W006,2023-01-01,182
IP00066-W007,IP00066,W007,2023-01-01,382
IP00066-W008,IP00066,W008,2023-01-01,216
IP00066-W009,IP00066,W009,2023-01-01,295
IP00066-W010,IP00066,W010,2023-01-01,148
IP00066-W011,IP00066,W011,2023-01-01,268
IP00066-W012,IP00066,W012,2023-01-01,213
IP00067-W001,IP00067,W001,2023-01-01,307
IP00067-W002,IP00067,W002,2023-01-01,264
IP00067-W003,IP00067,W003,2023-01-01,410
IP00067-W004,IP00067,W004,2023-01-01,423
IP00067-W005,IP00067,W005,2023-01-01,232
IP00067-W006,IP00067,W006,2023-01-01,383
IP00067-W007,IP00067,W007,2023-01-01,388
IP00067-W008,IP00067,W008,2023-01-01,235
IP00067-W009,IP00067,W009,2023-01-01,111
IP00067-W010,IP00067,W010,2023-01-01,265
IP00067-W011,IP00067,W011,2023-01-01,439
IP00067-W012,IP00067,W012,2023-01-01,363
IP00068-W001,IP00068,W001,2023-01-01,154
IP00068-W002,IP00068,W002,2023-01-01,245
IP00068-W003,IP00068,W003,2023-01-01,112
IP00068-W004,IP00068,W004,2023-01-01,357
IP00068-W005,IP00068,W005,2023-01-01,263
IP00068-W006,IP00068,W006,2023-01-01,168
IP00068-W007,IP00068,W007,2023-01-01,367
IP00068-W008,IP00068,W008,2023-01-01,264
IP00068-W009,IP00068,W009,2023-01-01,213
IP00068-W010,IP00068,W010,2023-01-01,299
IP00068-W011,IP00068,W011,2023-01-01,98
IP00068-W012,IP00068,W012,2023-01-01,368
IP00069-W001,IP00069,W001,2023-01-01,190
IP00069-W002,IP00069,W002,2023-01-01,192
IP00069-W003,IP00069,W003,2023-01-01,356
IP00069-W004,IP00069,W004,2023-01-01,420
IP00069-W005,IP00069,W005,2023-01-01,283
IP00069-W006,IP00069,W006,2023-01-01,217
IP00069-W007,IP00069,W007,2023-01-01,127
IP00069-W008,IP00069,W008,2023-01-01,404
IP00069-W009,IP00069,W009,2023-01-01,434
IP00069-W010,IP00069,W010,2023-01-01,209
IP00069-W011,IP00069,W011,2023-01-01,75
IP00069-W012,IP00069,W012,2023-01-01,447
IP00070-W001,IP00070,W001,2023-01-01,198
IP00070-W002,IP00070,W002,2023-01-01,181
IP00070-W003,IP00070,W003,2023-01-01,147
IP00070-W004,IP00070,W004,2023-01-01,422
IP00070-W005,IP00070,W005,2023-01-01,175
IP00070-W006,IP00070,W006,2023-01-01,357
IP00070-W007,IP00070,W007,2023-01-01,351
IP00070-W008,IP00070,W008,2023-01-01,207
IP00070-W009,IP00070,W009,2023-01-01,275
IP00070-W010,IP00070,W010,2023-01-01,242
IP00070-W011,IP00070,W011,2023-01-01,92
IP00070-W012,IP00070,W012,2023-01-01,419
IP00071-W001,IP00071,W001,2023-01-01,122
IP00071-W002,IP00071,W002,2023-01-01,434
IP00071-W003,IP00071,W003,2023-01-01,425
IP00071-W004,IP00071,W004,2023-01-01,104
IP00071-W005,IP00071,W005,2023-01-01,143
IP00071-W006,IP00071,W006,2023-01-01,106
IP00071-W007,IP00071,W007,2023-01-01,125
IP00071-W008,IP00071,W008,2023-01-01,88
IP00071-W009,IP00071,W009,2023-01-01,191
IP00071-W010,IP00071,W010,2023-01-01,403
IP00071-W011,IP00071,W011,2023-01-01,426
IP00071-W012,IP00071,W012,2023-01-01,145
IP00072-W001,IP00072,W001,2023-01-01,103
IP00072-W002,IP00072,W002,2023-01-01,131
IP00072-W003,IP00072,W003,2023-01-01,352
IP00072-W004,IP00072,W004,2023-01-01,438
IP00072-W005,IP00072,W005,2023-01-01,258
IP00072-W006,IP00072,W006,2023-01-01,345
IP00072-W007,IP00072,W007,2023-01-01,101
IP00072-W008,IP00072,W008,2023-01-01,313
IP00072-W009,IP00072,W009,2023-01-01,81
IP00072-W010,IP00072,W010,2023-01-01,175
IP00072-W011,IP00072,W011,2023-01-01,408
IP00072-W012,IP00072,W012,2023-01-01,105
IP00073-W001,IP00073,W001,2023-01-01,85
IP00073-W002,IP00073,W002,2023-01-01,424
IP00073-W003,IP00073,W003,2023-01-01,131
IP00073-W004,IP00073,W004,2023-01-01,431
IP00073-W005,IP00073,W005,2023-01-01,283
IP00073-W006,IP00073,W006,2023-01-01,117
IP00073-W007,IP00073,W007,2023-01-01,260
IP00073-W008,IP00073,W008,2023-01-01,122
IP00073-W009,IP00073,W009,2023-01-01,155
IP00073-W010,IP00073,W010,2023-01-01,274
IP00073-W011,IP00073,W011,2023-01-01,346
IP00073-W012,IP00073,W012,2023-01-01,247
IP00074-W001,IP00074,W001,2023-01-01,279
IP00074-W002,IP00074,W002,2023-01-01,86
IP00074-W003,IP00074,W003,2023-01-01,148
IP00074-W004,IP00074,W004,2023-01-01,139
IP00074-W005,IP00074,W005,2023-01-01,271
IP00074-W006,IP00074,W006,2023-01-01,242
IP00074-W007,IP00074,W007,2023-01-01,231
IP00074-W008,IP00074,W008,2023-01-01,248
IP00074-W009,IP00074,W009,2023-01-01,207
IP00074-W010,IP00074,W010,2023-01-01,204
IP00074-W011,IP00074,W011,2023-01-01,426
IP00074-W012,IP00074,W012,2023-01-01,203
IP00075-W001,IP00075,W001,2023-01-01,236
IP00075-W002,IP00075,W002,2023-01-01,405
IP00075-W003,IP00075,W003,2023-01-01,297
IP00075-W004,IP00075,W004,2023-01-01,360
IP00075-W005,IP00075,W005,2023-01-01,313
IP00075-W006,IP00075,W006,2023-01-01,296
IP00075-W007,IP00075,W007,2023-01-01,119
IP00075-W008,IP00075,W008,2023-01-01,189
IP00075-W009,IP00075,W009,2023-01-01,440
IP00075-W010,IP00075,W010,2023-01-01,334
IP00075-W011,IP00075,W011,2023-01-01,179
IP00075-W012,IP00075,W012,2023-01-01,381
IP00076-W001,IP00076,W001,2023-01-01,434
IP00076-W002,IP00076,W002,2023-01-01,189
IP00076-W003,IP00076,W003,2023-01-01,279
IP00076-W004,IP00076,W004,2023-01-01,368
IP00076-W005,IP00076,W005,2023-01-01,214
IP00076-W006,IP00076,W006,2023-01-01,238
IP00076-W007,IP00076,W007,2023-01-01,161
IP00076-W008,IP00076,W008,2023-01-01,202
IP00076-W009,IP00076,W009,2023-01-01,417
IP00076-W010,IP00076,W010,2023-01-01,176
IP00076-W011,IP00076,W011,2023-01-01,278
IP00076-W012,IP00076,W012,2023-01-01,76
IP00077-W001,IP00077,W001,2023-01-01,291
IP00077-W002,IP00077,W002,2023-01-01,427
IP00077-W003,IP00077,W003,2023-01-01,337
IP00077-W004,IP00077,W004,2023-01-01,443
IP00077-W005,IP00077,W005,2023-01-01,115
IP00077-W006,IP00077,W006,2023-01-01,250
IP00077-W007,IP00077,W007,2023-01-01,341
IP00077-W008,IP00077,W008,2023-01-01,303
IP00077-W009,IP00077,W009,2023-01-01,120
IP00077-W010,IP00077,W010,2023-01-01,390
IP00077-W011,IP00077,W011,2023-01-01,101
IP00077-W012,IP00077,W012,2023-01-01,365
IP00078-W001,IP00078,W001,2023-01-01,404
IP00078-W002,IP00078,W002,2023-01-01,156
IP00078-W003,IP00078,W003,2023-01-01,142
IP00078-W004,IP00078,W004,2023-01-01,233
IP00078-W005,IP00078,W005,2023-01-01,432
IP00078-W006,IP00078,W006,2023-01-01,192
IP00078-W007,IP00078,W007,2023-01-01,382
IP00078-W008,IP00078,W008,2023-01-01,375
IP00078-W009,IP00078,W009,2023-01-01,333
IP00078-W010,IP00078,W010,2023-01-01,218
IP00078-W011,IP00078,W011,2023-01-01,350
IP00078-W012,IP00078,W012,2023-01-01,207
IP00079-W001,IP00079,W001,2023-01-01,231
IP00079-W002,IP00079,W002,2023-01-01,203
IP00079-W003,IP00079,W003,2023-01-01,246
IP00079-W004,IP00079,W004,2023-01-01,310
IP00079-W005,IP00079,W005,2023-01-01,327
IP00079-W006,IP00079,W006,2023-01-01,220
IP00079-W007,IP00079,W007,2023-01-01,110
IP00079-W008,IP00079,W008,2023-01-01,437
IP00079-W009,IP00079,W009,2023-01-01,226
IP00079-W010,IP00079,W010,2023-01-01,300
IP00079-W011,IP00079,W011,2023-01-01,441
IP00079-W012,IP00079,W012,2023-01-01,281
IP00080-W001,IP00080,W001,2023-01-01,137
IP00080-W002,IP00080,W002,2023-01-01,282
IP00080-W003,IP00080,W003,2023-01-01,356
IP00080-W004,IP00080,W004,2023-01-01,195
IP00080-W005,IP00080,W005,2023-01-01,125
IP00080-W006,IP00080,W006,2023-01-01,307
IP00080-W007,IP00080,W007,2023-01-01,161
IP00080-W008,IP00080,W008,2023-01-01,295
IP00080-W009,IP00080,W009,2023-01-01,182
IP00080-W010,IP00080,W010,2023-01-01,289
IP00080-W011,IP00080,W011,2023-01-01,247
IP00080-W012,IP00080,W012,2023-01-01,341
IP00081-W001,IP00081,W001,2023-01-01,173
IP00081-W002,IP00081,W002,2023-01-01,294
IP00081-W003,IP00081,W003,2023-01-01,354
IP00081-W004,IP00081,W004,2023-01-01,269
IP00081-W005,IP00081,W005,2023-01-01,253
IP00081-W006,IP00081,W006,2023-01-01,382
IP00081-W007,IP00081,W007,2023-01-01,439
IP00081-W008,IP00081,W008,2023-01-01,446
IP00081-W009,IP00081,W009,2023-01-01,129
IP00081-W010,IP00081,W010,2023-01-01,220
IP00081-W011,IP00081,W011,2023-01-01,118
IP00081-W012,IP00081,W012,2023-01-01,338
IP00082-W001,IP00082,W001,2023-01-01,240
IP00082-W002,IP00082,W002,2023-01-01,124
IP00082-W003,IP00082,W003,2023-01-01,84
IP00082-W004,IP00082,W004,2023-01-01,379
IP00082-W005,IP00082,W005,2023-01-01,417
IP00082-W006,IP00082,W006,2023-01-01,433
IP00082-W007,IP00082,W007,2023-01-01,366
IP00082-W008,IP00082,W008,2023-01-01,316
IP00082-W009,IP00082,W009,2023-01-01,126
IP00082-W010,IP00082,W010,2023-01-01,162
IP00082-W011,IP00082,W011,2023-01-01,392
IP00082-W012,IP00082,W012,2023-01-01,353
IP00083-W001,IP00083,W001,2023-01-01,363
IP00083-W002,IP00083,W002,2023-01-01,148
IP00083-W003,IP00083,W003,2023-01-01,386
IP00083-W004,IP00083,W004,2023-01-01,299
IP00083-W005,IP00083,W005,2023-01-01,98
IP00083-W006,IP00083,W006,2023-01-01,418
IP00083-W007,IP00083,W007,2023-01-01,203
IP00083-W008,IP00083,W008,2023-01-01,284
IP00083-W009,IP00083,W009,2023-01-01,397
IP00083-W010,IP00083,W010,2023-01-01,169
IP00083-W011,IP00083,W011,2023-01-01,350
IP00083-W012,IP00083,W012,2023-01-01,241
IP00084-W001,IP00084,W001,2023-01-01,217
IP00084-W002,IP00084,W002,2023-01-01,252
IP00084-W003,IP00084,W003,2023-01-01,116
IP00084-W004,IP00084,W004,2023-01-01,354
IP00084-W005,IP00084,W005,2023-01-01,397
IP00084-W006,IP00084,W006,2023-01-01,173
IP00084-W007,IP00084,W007,2023-01-01,98
IP00084-W008,IP00084,W008,2023-01-01,380
IP00084-W009,IP00084,W009,2023-01-01,362
IP00084-W010,IP00084,W010,2023-01-01,248
IP00084-W011,IP00084,W011,2023-01-01,101
IP00084-W012,IP00084,W012,2023-01-01,245
IP00085-W001,IP00085,W001,2023-01-01,164
IP00085-W002,IP00085,W002,2023-01-01,136
IP00085-W003,IP00085,W003,2023-01-01,308
IP00085-W004,IP00085,W004,2023-01-01,184
IP00085-W005,IP00085,W005,2023-01-01,299
IP00085-W006,IP00085,W006,2023-01-01,138
IP00085-W007,IP00085,W007,2023-01-01,448
IP00085-W008,IP00085,W008,2023-01-01,169
IP00085-W009,IP00085,W009,2023-01-01,147
IP00085-W010,IP00085,W010,2023-01-01,417
IP00085-W011,IP00085,W011,2023-01-01,148
IP00085-W012,IP00085,W012,2023-01-01,355
IP00086-W001,IP00086,W001,2023-01-01,75
IP00086-W002,IP00086,W002,2023-01-01,398
IP00086-W003,IP00086,W003,2023-01-01,392
IP00086-W004,IP00086,W004,2023-01-01,190
IP00086-W005,IP00086,W005,2023-01-01,291
IP00086-W006,IP00086,W006,2023-01-01,419
IP00086-W007,IP00086,W007,2023-01-01,176
IP00086-W008,IP00086,W008,2023-01-01,272
IP00086-W009,IP00086,W009,2023-01-01,192
IP00086-W010,IP00086,W010,2023-01-01,393
IP00086-W011,IP00086,W011,2023-01-01,246
IP00086-W012,IP00086,W012,2023-01-01,248
IP00087-W001,IP00087,W001,2023-01-01,404
IP00087-W002,IP00087,W002,2023-01-01,408
IP00087-W003,IP00087,W003,2023-01-01,384
IP00087-W004,IP00087,W004,2023-01-01,213
IP00087-W005,IP00087,W005,2023-01-01,109
IP00087-W006,IP00087,W006,2023-01-01,439
IP00087-W007,IP00087,W007,2023-01-01,330
IP00087-W008,IP00087,W008,2023-01-01,161
IP00087-W009,IP00087,W009,2023-01-01,119
IP00087-W010,IP00087,W010,2023-01-01,262
IP00087-W011,IP00087,W011,2023-01-01,195
IP00087-W012,IP00087,W012,2023-01-01,401
IP00088-W001,IP00088,W001,2023-01-01,361
IP00088-W002,IP00088,W002,2023-01-01,247
IP00088-W003,IP00088,W003,2023-01-01,439
IP00088-W004,IP00088,W004,2023-01-01,382
IP00088-W005,IP00088,W005,2023-01-01,82
IP00088-W006,IP00088,W006,2023-01-01,198
IP00088-W007,IP00088,W007,2023-01-01,322
IP00088-W008,IP00088,W008,2023-01-01,150
IP00088-W009,IP00088,W009,2023-01-01,82
IP00088-W010,IP00088,W010,2023-01-01,340
IP00088-W011,IP00088,W011,2023-01-01,289
IP00088-W012,IP00088,W012,2023-01-01,273
IP00089-W001,IP00089,W001,2023-01-01,231
IP00089-W002,IP00089,W002,2023-01-01,158
IP00089-W003,IP00089,W003,2023-01-01,85
IP00089-W004,IP00089,W004,2023-01-01,320
IP00089-W005,IP00089,W005,2023-01-01,108
IP00089-W006,IP00089,W006,2023-01-01,338
IP00089-W007,IP00089,W007,2023-01-01,185
IP00089-W008,IP00089,W008,2023-01-01,270
IP00089-W009,IP00089,W009,2023-01-01,302
IP00089-W010,IP00089,W010,2023-01-01,423
IP00089-W011,IP00089,W011,2023-01-01,326
IP00089-W012,IP00089,W012,2023-01-01,218
IP00090-W001,IP00090,W001,2023-01-01,410
IP00090-W002,IP00090,W002,2023-01-01,296
IP00090-W003,IP00090,W003,2023-01-01,108
IP00090-W004,IP00090,W004,2023-01-01,98
IP00090-W005,IP00090,W005,2023-01-01,220
IP00090-W006,IP00090,W006,2023-01-01,324
IP00090-W007,IP00090,W007,2023-01-01,190
IP00090-W008,IP00090,W008,2023-01-01,211
IP00090-W009,IP00090,W009,2023-01-01,236
IP00090-W010,IP00090,W010,2023-01-01,210
IP00090-W011,IP00090,W011,2023-01-01,400
IP00090-W012,IP00090,W012,2023-01-01,138
IP00091-W001,IP00091,W001,2023-01-01,331
IP00091-W002,IP00091,W002,2023-01-01,107
IP00091-W003,IP00091,W003,2023-01-01,218
IP00091-W004,IP00091,W004,2023-01-01,255
IP00091-W005,IP00091,W005,2023-01-01,376
IP00091-W006,IP00091,W006,2023-01-01,246
IP00091-W007,IP00091,W007,2023-01-01,304
IP00091-W008,IP00091,W008,2023-01-01,89
IP00091-W009,IP00091,W009,2023-01-01,192
IP00091-W010,IP00091,W010,2023-01-01,435
IP00091-W011,IP00091,W011,2023-01-01,272
IP00091-W012,IP00091,W012,2023-01-01,176
IP00092-W001,IP00092,W001,2023-01-01,209
IP00092-W002,IP00092,W002,2023-01-01,439
IP00092-W003,IP00092,W003,2023-01-01,444
IP00092-W004,IP00092,W004,2023-01-01,224
IP00092-W005,IP00092,W005,2023-01-01,87
IP00092-W006,IP00092,W006,2023-01-01,194
