purchase_order_line_id,purchase_order_id,product_id,quantity_ordered,quantity_received,unit_cost
POL0000581,PO000194,IP00722,58,58,384.55
POL0000582,PO000194,IP01972,510,510,518.52
POL0000583,PO000194,IP02222,524,524,748.95
POL0000584,PO000194,IP02472,480,480,787.71
POL0000585,PO000195,IP02413,435,435,454.55
POL0000586,PO000195,IP00413,549,549,319.67
POL0000587,PO000195,IP00663,92,92,293.05
POL0000588,PO000195,IP00163,483,483,456.59
POL0000589,PO000196,IP00792,555,555,210.52
POL0000590,PO000196,IP01292,559,559,275.86
POL0000591,PO000196,IP02292,596,596,668.5
POL0000592,PO000196,IP02042,241,241,137.38
POL0000593,PO000197,IP01829,488,488,64.27
POL0000594,PO000198,IP00909,63,63,267.99
POL0000595,PO000198,IP01659,588,588,799.42
POL0000596,PO000199,IP00037,428,428,503.93
POL0000597,PO000199,IP00287,488,488,816
POL0000598,PO000199,IP00787,238,238,121.22
POL0000599,PO000200,IP01468,556,556,52.56
POL0000600,PO000200,IP01218,531,531,219.59
POL0000601,PO000200,IP01968,542,542,219.35
POL0000602,PO000200,IP02218,508,508,544.07
POL0000603,PO000201,IP00124,195,195,565.62
POL0000604,PO000201,IP00874,169,169,188.61
POL0000605,PO000202,IP01349,467,467,142.55
POL0000606,PO000202,IP01099,225,225,142.9
POL0000607,PO000203,IP01240,78,78,443.53
POL0000608,PO000204,IP01925,278,278,460.71
POL0000609,PO000204,IP01675,245,245,174
POL0000610,PO000204,IP01175,580,580,38.8
POL0000611,PO000205,IP02055,493,493,754.31
POL0000612,PO000205,IP02305,272,272,413.54
POL0000613,PO000206,IP00870,369,369,589.39
POL0000614,PO000206,IP01370,322,322,604.05
POL0000615,PO000206,IP02120,577,577,560.22
POL0000616,PO000206,IP02370,502,502,388.49
POL0000617,PO000206,IP00120,541,541,713.16
POL0000618,PO000207,IP01459,99,99,148.3
POL0000619,PO000207,IP01209,80,80,611.98
POL0000620,PO000207,IP00459,21,21,694.49
POL0000621,PO000208,IP01110,580,580,225.4
POL0000622,PO000208,IP00610,100,100,271.41
POL0000623,PO000208,IP01360,506,506,50.11
POL0000624,PO000209,IP00458,215,215,756.27
POL0000625,PO000209,IP00708,350,350,576.34
POL0000626,PO000210,IP00461,179,179,54.55
POL0000627,PO000210,IP01711,489,489,101.73
POL0000628,PO000210,IP01211,62,62,17.33
POL0000629,PO000210,IP01961,430,430,248.21
POL0000630,PO000210,IP00211,75,75,325.42
POL0000631,PO000211,IP02092,496,496,508.86
POL0000632,PO000212,IP02069,248,248,203.52
POL0000633,PO000212,IP02319,270,270,151.34
POL0000634,PO000212,IP00069,248,248,770.79
POL0000635,PO000212,IP00819,241,241,837.02
POL0000636,PO000212,IP00319,266,266,552.34
POL0000637,PO000213,IP02163,205,205,391.37
POL0000638,PO000214,IP00976,217,217,401.81
POL0000639,PO000215,IP01900,122,122,364.18
POL0000640,PO000215,IP01650,459,459,791.07
POL0000641,PO000216,IP01840,514,514,362.52
POL0000642,PO000216,IP02340,389,389,60.4
POL0000643,PO000216,IP00590,472,472,14.35
POL0000644,PO000217,IP00819,275,0,822.67
POL0000645,PO000217,IP02069,223,0,204.41
POL0000646,PO000217,IP01819,105,0,330.62
POL0000647,PO000217,IP00569,359,0,94.47
POL0000648,PO000218,IP01175,352,0,36.44
POL0000649,PO000218,IP00925,281,0,62.95
POL0000650,PO000218,IP00175,524,0,460.66
POL0000651,PO000219,IP00484,79,79,727.85
POL0000652,PO000219,IP00984,76,76,288.87
POL0000653,PO000220,IP01747,209,209,242.56
POL0000654,PO000220,IP00497,476,476,355.81
POL0000655,PO000220,IP01247,38,38,820.45
POL0000656,PO000220,IP00997,64,64,776.23
POL0000657,PO000221,IP01006,297,297,419.87
POL0000658,PO000221,IP02006,216,216,197.69
POL0000659,PO000222,IP00518,207,207,454.41
POL0000660,PO000222,IP02268,83,83,253.29
POL0000661,PO000222,IP01768,421,421,584.87
POL0000662,PO000222,IP00768,292,292,795.67
POL0000663,PO000223,IP01450,194,194,245.59
POL0000664,PO000224,IP02104,546,546,548.34
POL0000665,PO000225,IP00826,102,102,702.76
POL0000666,PO000225,IP00326,249,249,342.47
POL0000667,PO000225,IP00076,385,385,92.86
POL0000668,PO000226,IP00233,211,211,780.87
POL0000669,PO000226,IP01983,219,219,298.41
POL0000670,PO000226,IP00983,373,373,155.84
POL0000671,PO000227,IP00145,554,554,709.21
POL0000672,PO000227,IP01645,517,517,3.92
POL0000673,PO000227,IP01895,195,195,641.3
POL0000674,PO000228,IP01365,315,315,107.56
POL0000675,PO000228,IP01615,172,172,257.62
POL0000676,PO000228,IP00615,206,206,326.93
POL0000677,PO000228,IP02115,543,543,152.3
POL0000678,PO000229,IP00820,101,101,272.16
POL0000679,PO000229,IP02070,452,452,359.19
POL0000680,PO000229,IP01320,280,280,336.63
POL0000681,PO000230,IP01905,215,215,507.42
POL0000682,PO000230,IP00905,176,176,81.14
POL0000683,PO000230,IP01155,263,263,299.16
POL0000684,PO000231,IP01077,473,473,469.13
POL0000685,PO000231,IP00077,196,196,153.17
POL0000686,PO000231,IP00327,317,317,634.17
POL0000687,PO000231,IP00577,467,467,70.82
POL0000688,PO000232,IP01166,322,322,104.12
POL0000689,PO000232,IP00416,461,461,414.1
POL0000690,PO000233,IP01846,514,514,414.27
POL0000691,PO000233,IP00096,71,71,426.29
POL0000692,PO000234,IP00964,417,417,233.19
POL0000693,PO000234,IP01714,540,540,448.34
POL0000694,PO000234,IP01214,254,254,708.1
POL0000695,PO000235,IP01117,221,221,242.04
POL0000696,PO000235,IP00367,29,29,549.91
POL0000697,PO000236,IP00054,242,242,443.21
POL0000698,PO000236,IP02304,21,21,483.98
POL0000699,PO000236,IP02054,485,485,533.44
POL0000700,PO000236,IP00304,461,461,615.46
POL0000701,PO000237,IP01907,160,0,563.72
POL0000702,PO000237,IP02407,430,0,766.95
POL0000703,PO000237,IP00907,314,0,26.04
POL0000704,PO000238,IP00825,62,62,493.05
POL0000705,PO000238,IP01825,193,193,211.03
POL0000706,PO000239,IP01344,230,230,182.83
POL0000707,PO000239,IP01094,52,52,486.44
POL0000708,PO000239,IP02094,339,339,741.36
POL0000709,PO000239,IP00594,476,476,102.92
POL0000710,PO000239,IP01844,582,582,836.45
POL0000711,PO000240,IP02407,579,579,775.87
POL0000712,PO000240,IP00907,40,40,25.49
POL0000713,PO000240,IP02157,172,172,806.77
POL0000714,PO000240,IP00657,120,120,376.75
POL0000715,PO000241,IP00108,368,368,289.78
POL0000716,PO000241,IP02108,223,223,546.62
POL0000717,PO000241,IP01858,445,445,438.85
POL0000718,PO000241,IP02358,263,263,355.05
POL0000719,PO000241,IP00608,64,64,4.34
POL0000720,PO000242,IP00156,400,400,330.85
POL0000721,PO000242,IP01656,538,538,702.37
POL0000722,PO000243,IP00024,314,314,416.91
POL0000723,PO000243,IP00774,267,267,210.88
POL0000724,PO000243,IP01024,514,514,499.86
POL0000725,PO000243,IP00524,157,157,614
POL0000726,PO000243,IP02274,383,383,254.71
POL0000727,PO000244,IP01615,519,519,260.74
POL0000728,PO000244,IP00115,568,568,414.43
POL0000729,PO000244,IP00865,484,484,169.21
POL0000730,PO000244,IP02365,329,329,649.16
POL0000731,PO000244,IP00615,142,142,319.05
POL0000732,PO000245,IP00811,346,346,667.49
POL0000733,PO000245,IP00311,388,388,733.58
POL0000734,PO000245,IP01061,443,443,105.18
POL0000735,PO000246,IP00081,99,99,167.91
POL0000736,PO000246,IP01331,465,465,383.57
POL0000737,PO000246,IP00831,489,489,77
POL0000738,PO000246,IP01831,430,430,62.44
POL0000739,PO000247,IP01853,481,481,453.94
POL0000740,PO000247,IP01353,555,555,790.3
POL0000741,PO000247,IP00103,525,525,551.39
POL0000742,PO000248,IP01167,260,260,840.32
POL0000743,PO000249,IP02236,345,345,534.69
POL0000744,PO000249,IP00486,110,110,809.91
POL0000745,PO000250,IP02085,271,271,522.65
POL0000746,PO000250,IP01085,563,563,516.24
POL0000747,PO000250,IP00585,150,150,476.22
POL0000748,PO000251,IP01169,419,419,100.29
POL0000749,PO000251,IP00169,514,514,513.92
POL0000750,PO000251,IP00669,563,563,547.1
POL0000751,PO000251,IP00419,77,77,749.91
POL0000752,PO000252,IP00052,211,211,629.23
POL0000753,PO000252,IP02052,534,534,349.37
POL0000754,PO000252,IP01802,520,520,750.95
POL0000755,PO000253,IP00343,116,0,784.48
POL0000756,PO000253,IP01093,29,0,517.13
POL0000757,PO000253,IP01593,44,0,109.24
POL0000758,PO000253,IP01843,475,0,17.56
POL0000759,PO000253,IP02343,25,0,526.23
POL0000760,PO000254,IP00093,268,268,481.99
POL0000761,PO000254,IP00343,309,309,783.28
POL0000762,PO000254,IP01843,53,53,18.21
POL0000763,PO000254,IP00843,569,569,421.99
POL0000764,PO000254,IP01343,470,470,763.86
POL0000765,PO000255,IP01891,576,524,820.68
POL0000766,PO000255,IP00391,105,97,693.27
POL0000767,PO000255,IP02141,317,89,486.97
POL0000768,PO000256,IP01972,327,327,494.76
POL0000769,PO000257,IP01078,327,327,696.43
POL0000770,PO000257,IP01578,492,492,217.15
POL0000771,PO000257,IP02078,578,578,761.55
POL0000772,PO000257,IP00578,391,391,643.89
POL0000773,PO000257,IP02328,28,28,324.46
POL0000774,PO000258,IP02278,225,225,339.76
POL0000775,PO000259,IP01915,494,494,251.45
POL0000776,PO000259,IP01165,403,403,219.62
POL0000777,PO000259,IP00415,317,317,183.92
POL0000778,PO000260,IP02023,346,346,236.06
POL0000779,PO000260,IP01523,470,470,346.58
POL0000780,PO000261,IP01311,510,510,346.77
POL0000781,PO000261,IP00061,270,270,370.51
POL0000782,PO000262,IP02201,378,378,302.59
POL0000783,PO000262,IP00951,33,33,527.25
POL0000784,PO000262,IP01201,498,498,74.4
POL0000785,PO000263,IP00609,336,0,795.32
POL0000786,PO000263,IP00109,24,0,1.49
POL0000787,PO000264,IP01171,476,476,503.81
POL0000788,PO000264,IP01921,164,164,516.66
POL0000789,PO000264,IP01671,599,599,804.36
POL0000790,PO000264,IP02421,89,89,581.86
POL0000791,PO000264,IP00171,116,116,593.14
POL0000792,PO000265,IP01856,540,540,787.71
POL0000793,PO000265,IP01106,39,39,216.12
POL0000794,PO000265,IP01606,342,342,194.76
POL0000795,PO000265,IP02356,481,481,310.87
POL0000796,PO000265,IP00106,458,458,134.72
POL0000797,PO000266,IP01080,560,560,361.17
POL0000798,PO000266,IP00830,523,523,442.56
POL0000799,PO000266,IP02330,436,436,1.92
POL0000800,PO000267,IP02078,333,333,785.27
POL0000801,PO000267,IP01578,591,591,206.24
POL0000802,PO000267,IP02328,362,362,330.78
POL0000803,PO000268,IP01931,62,62,431.64
POL0000804,PO000268,IP01431,488,488,663.39
POL0000805,PO000269,IP02162,543,543,271.26
POL0000806,PO000269,IP01412,280,280,410.22
POL0000807,PO000269,IP01162,132,132,396.16
POL0000808,PO000270,IP00293,291,0,807.52
POL0000809,PO000270,IP00543,112,0,678.89
POL0000810,PO000270,IP01543,305,0,537.86
POL0000811,PO000271,IP02136,577,577,149.63
POL0000812,PO000271,IP00636,420,420,576.49
POL0000813,PO000271,IP02386,406,406,520.52
POL0000814,PO000272,IP02243,281,281,503.91
POL0000815,PO000272,IP01993,183,183,716.37
POL0000816,PO000272,IP00743,35,35,681.94
POL0000817,PO000272,IP00993,353,353,217.66
POL0000818,PO000272,IP01243,438,438,238.34
POL0000819,PO000273,IP00968,343,343,319.55
POL0000820,PO000273,IP00468,414,414,580.72
POL0000821,PO000273,IP01468,504,504,53.49
POL0000822,PO000273,IP00218,406,406,323
POL0000823,PO000273,IP02468,188,188,220.68
POL0000824,PO000274,IP02063,546,546,691.98
POL0000825,PO000275,IP01649,287,287,335.87
POL0000826,PO000275,IP01399,267,267,107.87
POL0000827,PO000275,IP00649,407,407,321.49
POL0000828,PO000275,IP00149,559,559,770.45
POL0000829,PO000275,IP01899,392,392,143
POL0000830,PO000276,IP00143,77,0,440.94
POL0000831,PO000276,IP00893,88,0,148.35
POL0000832,PO000277,IP00850,71,71,796.61
POL0000833,PO000277,IP01350,590,590,365.52
POL0000834,PO000277,IP02100,567,567,157.45
POL0000835,PO000277,IP01100,254,254,812.38
POL0000836,PO000277,IP00350,265,265,675.47
POL0000837,PO000278,IP01810,387,387,174.48
POL0000838,PO000278,IP01560,32,32,212.7
POL0000839,PO000278,IP02310,229,229,159.4
POL0000840,PO000278,IP00310,504,504,588.91
POL0000841,PO000279,IP00524,384,384,611.45
POL0000842,PO000280,IP00293,279,279,853.34
POL0000843,PO000280,IP01543,314,314,511.74
POL0000844,PO000281,IP00262,53,53,807.04
POL0000845,PO000281,IP00012,387,387,742.66
POL0000846,PO000281,IP01012,547,547,22.64
POL0000847,PO000281,IP00512,167,167,451.87
POL0000848,PO000282,IP01683,111,111,375.94
POL0000849,PO000282,IP02433,94,94,432.01
POL0000850,PO000283,IP01284,414,414,734.01
POL0000851,PO000283,IP00034,596,596,445.08
POL0000852,PO000284,IP01375,418,418,295.46
POL0000853,PO000284,IP00625,98,98,28.7
POL0000854,PO000285,IP01471,102,102,300.68
POL0000855,PO000285,IP02471,453,453,852.88
POL0000856,PO000285,IP00971,76,76,263.42
POL0000857,PO000285,IP02221,580,580,464.87
POL0000858,PO000286,IP00689,302,302,662.88
POL0000859,PO000286,IP01189,494,494,34.53
POL0000860,PO000286,IP00439,55,55,158.51
POL0000861,PO000286,IP00189,540,540,670.98
POL0000862,PO000286,IP02189,434,434,869.94
POL0000863,PO000287,IP01994,385,385,503.87
POL0000864,PO000288,IP02187,261,261,436.82
POL0000865,PO000288,IP01437,569,569,9.21
POL0000866,PO000288,IP00937,66,66,162.92
POL0000867,PO000288,IP01187,594,594,530.2
POL0000868,PO000288,IP01937,187,187,324.28
POL0000869,PO000289,IP01759,355,355,632.72
POL0000870,PO000289,IP02009,256,256,108.73
POL0000871,PO000290,IP00404,102,102,397.26
POL0000872,PO000290,IP00904,75,75,259.12
POL0000873,PO000290,IP01154,372,372,118.58
POL0000874,PO000290,IP01904,296,296,676.1
POL0000875,PO000290,IP01654,127,127,587.67
POL0000876,PO000291,IP02152,392,0,571.98
POL0000877,PO000291,IP02402,179,0,262.17
POL0000878,PO000291,IP00902,180,0,176.15
POL0000879,PO000291,IP01402,448,0,520.67
POL0000880,PO000291,IP00152,441,0,465.17
POL0000881,PO000292,IP02387,368,368,415.12
POL0000882,PO000292,IP01637,599,599,503.87
POL0000883,PO000292,IP01137,65,65,213.62
POL0000884,PO000292,IP01387,431,431,591.08
POL0000885,PO000293,IP00570,239,0,41.34
POL0000886,PO000294,IP01558,293,0,764.77
POL0000887,PO000294,IP00808,473,0,724.34
POL0000888,PO000294,IP01058,330,0,468.66
POL0000889,PO000295,IP00019,416,151,638.73
POL0000890,PO000296,IP01657,392,392,619.3
POL0000891,PO000297,IP02158,315,315,257.03
POL0000892,PO000297,IP01658,309,309,655.02
POL0000893,PO000297,IP01158,100,100,559.96
POL0000894,PO000297,IP02408,174,174,153.65
POL0000895,PO000297,IP00908,234,234,492.99
POL0000896,PO000298,IP00739,128,128,41.88
POL0000897,PO000298,IP00239,353,353,322.19
POL0000898,PO000298,IP02489,330,330,246.82
POL0000899,PO000298,IP02239,147,147,791
POL0000900,PO000298,IP01989,445,445,239.82
POL0000901,PO000299,IP01127,162,162,153.93
POL0000902,PO000299,IP01377,298,298,124.89
POL0000903,PO000299,IP00377,49,49,214.38
POL0000904,PO000300,IP00216,100,100,254.53
POL0000905,PO000300,IP00466,166,166,515.13
POL0000906,PO000300,IP02216,391,391,60.39
POL0000907,PO000300,IP01716,574,574,114.63
POL0000908,PO000301,IP01244,109,109,832.02
POL0000909,PO000302,IP00353,121,121,222.02
POL0000910,PO000303,IP01262,265,265,81.4
POL0000911,PO000303,IP00762,437,437,663.47
POL0000912,PO000303,IP00512,508,508,463.11
POL0000913,PO000303,IP01012,24,24,23.72
POL0000914,PO000304,IP02023,59,59,227.17
POL0000915,PO000304,IP01773,297,297,452.33
POL0000916,PO000305,IP01851,40,40,676.56
POL0000917,PO000305,IP00851,89,89,800.87
POL0000918,PO000305,IP00101,259,259,286.99
POL0000919,PO000305,IP01101,311,311,548.42
POL0000920,PO000306,IP00257,512,512,435.04
POL0000921,PO000307,IP00161,575,575,742.91
POL0000922,PO000307,IP00411,160,160,377.25
POL0000923,PO000307,IP01411,530,530,102.31
POL0000924,PO000307,IP01161,104,104,92.89
POL0000925,PO000307,IP00911,424,424,159.51
POL0000926,PO000308,IP00313,20,20,523.75
POL0000927,PO000308,IP02063,244,244,686.83
POL0000928,PO000308,IP02313,96,96,787.27
POL0000929,PO000308,IP01563,112,112,430.83
POL0000930,PO000309,IP02291,337,337,425.15
POL0000931,PO000309,IP00041,367,367,740.79
POL0000932,PO000309,IP00791,82,82,329.92
POL0000933,PO000310,IP02492,141,54,817.18
POL0000934,PO000310,IP01242,381,220,615.66
POL0000935,PO000310,IP01992,574,363,807.51
POL0000936,PO000310,IP01492,496,313,133.31
POL0000937,PO000310,IP00242,203,152,94.36
POL0000938,PO000311,IP00434,265,265,139.95
POL0000939,PO000312,IP00703,496,496,726.36
POL0000940,PO000312,IP00953,86,86,347.84
POL0000941,PO000313,IP00572,42,42,779.03
POL0000942,PO000313,IP01322,412,412,640.26
POL0000943,PO000313,IP02072,41,41,52.53
POL0000944,PO000314,IP00420,507,507,21.84
POL0000945,PO000314,IP01670,114,114,391.7
POL0000946,PO000314,IP01920,126,126,354.8
POL0000947,PO000314,IP02420,263,263,365.67
POL0000948,PO000314,IP02170,193,193,644.92
POL0000949,PO000315,IP02241,53,53,788.47
POL0000950,PO000315,IP01491,328,328,114.33
POL0000951,PO000316,IP02056,374,209,85.31
POL0000952,PO000316,IP01556,293,108,199.78
POL0000953,PO000316,IP02306,580,458,631.74
POL0000954,PO000316,IP01806,281,12,635.92
POL0000955,PO000316,IP01306,207,188,29.37
POL0000956,PO000317,IP01982,153,153,744.02
POL0000957,PO000318,IP01871,571,571,131.76
POL0000958,PO000318,IP02371,104,104,385.7
POL0000959,PO000318,IP01371,345,345,54.34
POL0000960,PO000318,IP00121,406,406,491.63
POL0000961,PO000318,IP01621,212,212,459.56
POL0000962,PO000319,IP01372,558,558,98.45
POL0000963,PO000319,IP01122,197,197,508.84
POL0000964,PO000319,IP00122,295,295,410.95
POL0000965,PO000319,IP00372,270,270,517.65
POL0000966,PO000319,IP02122,476,476,738.97
POL0000967,PO000320,IP01533,260,260,808.39
POL0000968,PO000320,IP02283,370,370,472.35
POL0000969,PO000320,IP00533,557,557,420.2
POL0000970,PO000320,IP00783,256,256,695.36
POL0000971,PO000321,IP00204,254,254,451.44
POL0000972,PO000321,IP00454,98,98,239.55
POL0000973,PO000321,IP02204,322,322,471.58
POL0000974,PO000321,IP01704,34,34,74.02
POL0000975,PO000322,IP01686,331,331,289.77
POL0000976,PO000322,IP00436,420,420,463.67
POL0000977,PO000322,IP02436,329,329,403.56
POL0000978,PO000322,IP01436,504,504,9.91
POL0000979,PO000322,IP00936,410,410,527.29
POL0000980,PO000323,IP00900,353,353,660.44
POL0000981,PO000323,IP00650,303,303,159.47
POL0000982,PO000323,IP00400,106,106,365.82
POL0000983,PO000323,IP01900,387,387,371.78
POL0000984,PO000324,IP01536,154,154,73.35
POL0000985,PO000325,IP00315,153,153,672.14
POL0000986,PO000325,IP00565,62,62,160.46
POL0000987,PO000325,IP00815,25,25,748.24
POL0000988,PO000325,IP02065,446,446,543.86
POL0000989,PO000325,IP00065,205,205,517.94
POL0000990,PO000326,IP00312,347,347,331.27
POL0000991,PO000326,IP02062,561,561,596
POL0000992,PO000326,IP00812,447,447,450.34
POL0000993,PO000327,IP00478,237,237,251.4
POL0000994,PO000327,IP01228,431,431,821.62
POL0000995,PO000328,IP00634,338,338,434.5
POL0000996,PO000328,IP01134,490,490,567.73
POL0000997,PO000329,IP01519,98,98,273.86
POL0000998,PO000330,IP00084,102,102,177.33
POL0000999,PO000330,IP00334,404,404,167
POL0001000,PO000330,IP02334,228,228,658.77
POL0001001,PO000331,IP02477,191,191,106.22
POL0001002,PO000331,IP02227,452,452,228.1
POL0001003,PO000331,IP00477,567,567,174.57
POL0001004,PO000332,IP00496,355,355,153.88
POL0001005,PO000332,IP01746,67,67,152.83
POL0001006,PO000332,IP00746,40,40,121.94
POL0001007,PO000333,IP00511,27,27,535.01
POL0001008,PO000333,IP00011,81,81,115.61
POL0001009,PO000334,IP00136,562,562,670.07
POL0001010,PO000334,IP00636,78,78,560.92
POL0001011,PO000334,IP01636,316,316,519.7
POL0001012,PO000334,IP01386,136,136,54.66
POL0001013,PO000335,IP01371,160,160,51.35
POL0001014,PO000335,IP00121,438,438,493.97
POL0001015,PO000336,IP01466,233,233,658.28
POL0001016,PO000336,IP00466,322,322,526.21
POL0001017,PO000336,IP01966,551,551,795.79
POL0001018,PO000336,IP00966,256,256,329.29
POL0001019,PO000336,IP01216,23,23,247.32
POL0001020,PO000337,IP02227,448,448,236.83
POL0001021,PO000337,IP00977,390,390,39.36
POL0001022,PO000337,IP01977,45,45,322.23
POL0001023,PO000338,IP00413,231,231,309.13
POL0001024,PO000338,IP01663,219,219,706.08
POL0001025,PO000339,IP01826,220,220,461.18
POL0001026,PO000339,IP01076,595,595,166.6
POL0001027,PO000339,IP01326,594,594,217.63
POL0001028,PO000339,IP00576,132,132,36.08
POL0001029,PO000340,IP00173,276,276,531.02
POL0001030,PO000340,IP00423,62,62,748.37
POL0001031,PO000340,IP01173,551,551,39.71
POL0001032,PO000340,IP01673,427,427,540.5
POL0001033,PO000340,IP02173,111,111,105.87
POL0001034,PO000341,IP01237,303,303,39.15
POL0001035,PO000341,IP00487,254,254,24.13
POL0001036,PO000341,IP02487,83,83,453.94
POL0001037,PO000341,IP00737,75,75,172.38
